AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC
13.9667,362477.7258,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
14.2,362477.7258,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
14.4333,362477.7258,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
14.6667,395160.3762,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
14.9,594374.6809,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
15.1333,952889.095,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
15.3667,1311403.509,0.0123,270006.252,27.9667,21369835.51,21369835.51,26077764.74
15.6,1557510.157,0.0183,396896.9454,27.9667,21369835.51,21369835.51,26077764.74
15.8333,1634164.159,0.0199,431167.7462,27.9667,21369835.51,21369835.51,26077764.74
16.0667,1776698.302,0.0215,465438.547,27.9667,21369835.51,21369835.51,26077764.74
16.3,1880209.503,0.0231,499709.3477,27.9667,21369835.51,21369835.51,26077764.74
16.5333,2049600.846,0.0272,593654.9888,27.9667,21369835.51,21369835.51,26077764.74
16.7667,2169226.377,0.0391,1097116.066,27.9667,21369835.51,21369835.51,26077764.74
17,2338617.719,0.0462,1495849.8,27.9667,21369835.51,21369835.51,26077764.74
17.2333,2458243.251,0.0565,1967142.247,27.9667,21369835.51,21369835.51,26077764.74
17.4667,2645219.343,0.0666,2431580.525,27.9667,21369835.51,21369835.51,26077764.74
17.7,3266477.689,0.0797,2964629.501,27.9667,21369835.51,21369835.51,26077764.74
17.9333,3456296.09,0.0897,3430372.347,27.9667,21369835.51,21369835.51,26077764.74
18.1667,4239512.304,0.0997,3896115.175,27.9667,21369835.51,21369835.51,26077764.74
18.4,4697364.861,0.1128,4429164.161,27.9667,21369835.51,21369835.51,26077764.74
18.6333,5685999.076,0.1229,4847010.144,27.9667,21369835.51,21369835.51,26077764.74
18.8667,6121888.491,0.1274,4944272.935,27.9667,21369835.51,21369835.51,26077764.74
19.1,6897591.972,0.135,5108841.877,27.9667,21369835.51,21369835.51,26077764.74
19.3333,7366912.221,0.1394,5206104.678,27.9667,21369835.51,21369835.51,26077764.74
19.5667,7742241.69,0.1433,5289659.149,27.9667,21369835.51,21369835.51,26077764.74
19.8,8059139.907,0.1477,5385686.489,27.9667,21369835.51,21369835.51,26077764.74
20.0333,8237888.497,0.1536,5513844.438,27.9667,21369835.51,21369835.51,26077764.74
20.2667,8438212.087,0.1591,5633954.427,27.9667,21369835.51,21369835.51,26077764.74
20.5,8556458.086,0.1943,6400261.92,27.9667,21369835.51,21369835.51,26077764.74
20.7333,8625698.486,0.2,6535897.1,27.9667,21369835.51,21369835.51,26077764.74
20.9667,8744704.718,0.2454,7533610.029,27.9667,21369835.51,21369835.51,26077764.74
21.2,9319074.973,0.2551,7757934.139,27.9667,21369835.51,21369835.51,26077764.74
21.4333,9440351.772,0.3005,8755647.079,27.9667,21369835.51,21369835.51,26077764.74
21.6667,9739676.639,0.3071,8912665.038,27.9667,21369835.51,21369835.51,26077764.74
21.9,11468246.9,0.3557,9977684.119,27.9667,21369835.51,21369835.51,26077764.74
22.1333,12839777.94,0.3622,10134702.09,27.9667,21369835.51,21369835.51,26077764.74
22.3667,14433042.79,0.4077,11132415.02,27.9667,21369835.51,21369835.51,26077764.74
22.6,16410864.44,0.4663,12545706.29,27.9667,21369835.51,21369835.51,26077764.74
22.8333,17822313.24,0.4897,13201366.22,27.9667,21369835.51,21369835.51,26077764.74
23.0667,19351611.53,0.5695,15065252.06,27.9667,21369835.51,21369835.51,26077764.74
23.3,20956421.37,0.5796,15437725.58,27.9667,21369835.51,21369835.51,26077764.74
23.5333,21229126.78,0.6462,17018424.99,27.9667,21369835.51,21369835.51,26077764.74
23.7667,21292498.56,0.6851,18006344.41,27.9667,21369835.51,21369835.51,26077764.74
24,21322927.47,0.7564,19692669.74,27.9667,21369835.51,21369835.51,26077764.74
24.2333,21346381.49,0.7784,20324791.68,27.9667,21369835.51,21369835.51,26077764.74
24.4667,21369835.51,0.8415,21835330.33,27.9667,21369835.51,21369835.51,26077764.74
24.7,21369835.51,0.8484,22152461.47,27.9667,21369835.51,21369835.51,26077764.74
24.9333,21369835.51,0.904,23485503.92,27.9667,21369835.51,21369835.51,26077764.74
25.1667,21369835.51,0.9138,23833571.66,27.9667,21369835.51,21369835.51,26077764.74
25.4,21369835.51,0.9684,25131423.41,27.9667,21369835.51,21369835.51,26077764.74
25.6333,21369835.51,0.9766,25460798.99,27.9667,21369835.51,21369835.51,26077764.74
25.8667,21369835.51,0.9809,25579090.66,27.9667,21369835.51,21369835.51,26077764.74
26.1,21369835.51,0.9849,25691423.98,27.9667,21369835.51,21369835.51,26077764.74
26.3333,21369835.51,0.9894,25817682.02,27.9667,21369835.51,21369835.51,26077764.74
26.5667,21369835.51,0.9894,25817682.02,27.9667,21369835.51,21369835.51,26077764.74
26.8,21369835.51,0.9894,25817682.02,27.9667,21369835.51,21369835.51,26077764.74
27.0333,21369835.51,0.9935,25929018.22,27.9667,21369835.51,21369835.51,26077764.74
27.2667,21369835.51,0.9956,25980035.81,27.9667,21369835.51,21369835.51,26077764.74
27.5,21369835.51,0.9978,26028981.43,27.9667,21369835.51,21369835.51,26077764.74
27.7333,21369835.51,0.9995,26066130.81,27.9667,21369835.51,21369835.51,26077764.74
27.9667,21369835.51,1,26077764.74,27.9667,21369835.51,21369835.51,26077764.74
